Time,EC,Experiment
00:24:10,189.1,High Seismicity
00:24:12,189.1,High Seismicity
00:24:14,189.1,High Seismicity
00:24:16,189.2,High Seismicity
00:24:18,189.2,High Seismicity
00:24:20,189.2,High Seismicity
00:24:22,189.2,High Seismicity
00:24:24,189.2,High Seismicity
00:24:26,189.2,High Seismicity
00:24:28,189.2,High Seismicity
00:24:30,189.2,High Seismicity
00:24:32,189.2,High Seismicity
00:24:34,189.2,High Seismicity
00:24:36,189.2,High Seismicity
00:24:38,189.2,High Seismicity
00:24:40,189.2,High Seismicity
00:24:42,189.2,High Seismicity
00:24:44,189.2,High Seismicity
00:24:46,189.2,High Seismicity
00:24:48,189.2,High Seismicity
00:24:50,189.2,High Seismicity
00:24:52,189.2,High Seismicity
00:24:54,189.2,High Seismicity
00:24:56,189.2,High Seismicity
00:24:58,189.3,High Seismicity
00:25:00,189.2,High Seismicity
00:25:02,189.2,High Seismicity
00:25:04,189.2,High Seismicity
00:25:06,189.2,High Seismicity
00:25:08,189.2,High Seismicity
00:25:10,189.2,High Seismicity
00:25:12,189.2,High Seismicity
00:25:14,189.2,High Seismicity
00:25:16,189.3,High Seismicity
00:25:18,189.3,High Seismicity
00:25:20,189.2,High Seismicity
00:25:22,189.3,High Seismicity
00:25:24,189.3,High Seismicity
00:25:26,189.3,High Seismicity
00:25:28,189.3,High Seismicity
00:25:30,189.3,High Seismicity
00:25:32,189.3,High Seismicity
00:25:34,189.3,High Seismicity
00:25:36,189.3,High Seismicity
00:25:38,189.3,High Seismicity
00:25:40,189.3,High Seismicity
00:25:42,189.3,High Seismicity
00:25:44,189.3,High Seismicity
00:25:46,189.3,High Seismicity
00:25:48,189.3,High Seismicity
00:25:50,189.3,High Seismicity
00:25:52,189.3,High Seismicity
00:25:54,189.3,High Seismicity
00:25:56,189.3,High Seismicity
00:25:58,189.3,High Seismicity
00:26:00,189.3,High Seismicity
00:26:02,189.3,High Seismicity
00:26:04,189.3,High Seismicity
00:26:06,189.4,High Seismicity
00:26:08,189.3,High Seismicity
00:26:10,189.3,High Seismicity
00:26:12,189.3,High Seismicity
00:26:14,189.4,High Seismicity
00:26:16,189.3,High Seismicity
00:26:18,189.3,High Seismicity
00:26:20,189.4,High Seismicity
00:26:22,189.4,High Seismicity
00:26:24,189.3,High Seismicity
00:26:26,189.4,High Seismicity
00:26:28,189.4,High Seismicity
00:26:30,189.4,High Seismicity
00:26:32,189.4,High Seismicity
00:26:34,189.4,High Seismicity
00:26:36,189.4,High Seismicity
00:26:38,189.4,High Seismicity
00:26:40,189.4,High Seismicity
00:26:42,189.4,High Seismicity
